trace,freq,label,outlier,pred_label
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,3.0874806174233593,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Payment_Handled,1,1,5.349823541875671,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,5.915337648950312,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,1,1,1.718589621960706,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE,1,1,1.522768114538822,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.1732895917128894,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,3.773135429609252,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_EMPLOYEE,1,1,1.4547368826463896,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE,1,1,2.6486978857512145,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.7804910771119438,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.7804910771119438,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.3810401727415509,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.9864527019441236,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.0926655584284455,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE,1,1,2.6486978857512145,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,1.0852015530929604,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.2466457408233484,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_BUDGET_OWNER Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_FINAL_APPROVED_by_SUPERVISOR Request_Payment Payment_Handled,1,1,2.067024877588462,0
Declaration_SUBMITTED_by_EMPLOYEE Declaration_REJECTED_by_ADMINISTRATION Declaration_REJECTED_by_EMPLOYEE Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_REJECTED_by_SUPERVISOR,1,1,1.13025615750191,1
Declaration_SUBMITTED_by_EMPLOYEE Declaration_APPROVED_by_ADMINISTRATION Declaration_APPROVED_by_BUDGET_OWNER Declaration_REJECTED_by_SUPERVISOR,1,1,1.7425717504720268,1
