trace,freq,label,lof_scores,lof_pred,dbscan_pred,spectral_pred
NEW FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO BILLED,3,1.0,1.437284545359284,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,3,1.0,1.1497288153974885,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_OK BILLED CODE_OK,3,1.0,2.546497027844882,0,1.0,0.0
NEW NEW NEW NEW NEW DELETE,3,1.0,0.8700439718141092,1,0.0,0.0
NEW FIN RELEASE CODE_OK RELEASE CODE_OK DELETE,3,1.0,1.6642587907161992,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN DELETE,3,1.0,1.1375178269516006,1,1.0,0.0
NEW FIN CODE_OK RELEASE CODE_OK BILLED,3,1.0,1.8823110379187762,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN,3,1.0,1.2102024839882564,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,2.1935787227104626,0,1.0,0.0
NEW NEW FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT,3,1.0,1.8793665081719768,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO BILLED,3,1.0,0.20000047472140636,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK REOPEN DELETE,3,1.0,1.1619014073482337,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK DELETE,3,1.0,1.1094283090493133,1,1.0,0.0
NEW RELEASE BILLED,3,1.0,2.4270272841013427,0,0.0,1.0
NEW FIN RELEASE CODE_ERROR BILLED CODE_NOK CODE_NOK CODE_OK,3,1.0,0.6243399660343627,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK SET_STATUS,3,1.0,1.4717113351184508,1,1.0,0.0
NEW FIN REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.3008483074533486,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,0.612930275162688,1,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,0.7775096864185593,1,1.0,0.0
NEW FIN RELEASE CODE_OK SET_STATUS,3,1.0,1.9150117919384555,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,0.6440819179770993,1,1.0,0.0
NEW NEW JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED,3,1.0,1.5343166700898792,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN DELETE,3,1.0,1.0661397308917588,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK CODE_NOK CODE_OK BILLED,3,1.0,1.0558599962025257,1,1.0,0.0
NEW FIN REOPEN FIN REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.3008483074533486,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_NOK SET_STATUS,3,1.0,0.6175932952556742,1,1.0,0.0
NEW FIN REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.3298127405918814,1,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN,3,1.0,0.7060400932133704,1,1.0,0.0
NEW CHANGE_DIAGN FIN SET_STATUS RELEASE SET_STATUS,3,0.0,1.2859635218238277,1,0.0,0.0
NEW FIN RELEASE CODE_OK RELEASE CODE_OK BILLED CODE_OK,3,1.0,2.00287450318324,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED CODE_OK STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.575604092624394,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK RELEASE CODE_OK BILLED STORNO REJECT BILLED,3,1.0,3674050.3770697457,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR REOPEN FIN RELEASE CODE_NOK CODE_NOK SET_STATUS,3,1.0,0.6732120590852229,1,1.0,0.0
NEW FIN RELEASE BILLED STORNO BILLED,3,1.0,1.7992013467319978,1,0.0,0.0
NEW FIN RELEASE CODE_OK BILLED MANUAL CODE_OK MANUAL,3,1.0,0.7156679321651163,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.8118316257579201,1,1.0,0.0
NEW FIN RELEASE BILLED STORNO REJECT MANUAL BILLED,3,1.0,0.6111707949651006,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK SET_STATUS,3,1.0,0.6311589783731912,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO BILLED,3,1.0,1.3298127405918814,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.4682693766898964,1,1.0,0.0
NEW NEW NEW NEW,3,0.0,0.7321928094887362,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN DELETE,3,1.0,1.1504174138607757,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO REJECT REOPEN DELETE,3,1.0,1.3211464962495851,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,0.8853221679134721,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE REOPEN FIN RELEASE CODE_NOK CODE_OK BILLED,3,1.0,1.0436993273097055,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,3,1.0,1.4915282366336082,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK REOPEN DELETE,3,1.0,1.3261683708163372,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK STORNO REJECT RELEASE CODE_OK BILLED CODE_OK,3,1.0,1.1359284462794996,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK MANUAL,3,1.0,2.1374072489954585,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK DELETE,3,1.0,2.9871964565458207,0,1.0,0.0
NEW FIN RELEASE CODE_OK CODE_OK BILLED STORNO BILLED,3,1.0,1.3912170253884897,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN SET_STATUS,3,1.0,3.6427409947575646,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE RELEASE CODE_OK BILLED,3,1.0,3.783730326684304,0,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT BILLED,2,1.0,2081731.0746742191,0,1.0,0.0
NEW FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,2.6710388097663307,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT REOPEN DELETE,2,1.0,1.4353876844834264,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.7009628127626268,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK RELEASE CODE_OK BILLED,2,1.0,4.348452675238792,0,1.0,0.0
NEW NEW CHANGE_DIAGN JOIN-PAT JOIN-PAT JOIN-PAT FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED,2,1.0,1.1455025996627675,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED,2,1.0,1.8879183811375893,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN DELETE,2,1.0,1.0429544934262314,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_END DELETE,2,1.0,4.043255443673308,0,0.0,1.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.8966027754556134,1,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,2,1.0,1.2399948660210955,1,1.0,0.0
NEW FIN REOPEN FIN RELEASE,2,1.0,7.1246457217885455,0,1.0,0.0
NEW NEW FIN,2,0.0,0.7524708961504358,1,0.0,1.0
NEW CHANGE_DIAGN DELETE JOIN-PAT,2,1.0,2.855702073557333,0,1.0,1.0
NEW FIN RELEASE REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.0589925526894504,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,2,1.0,3.133038759765478,0,1.0,0.0
NEW NEW FIN DELETE,2,1.0,1.7978880160422193,1,1.0,1.0
NEW NEW NEW FIN RELEASE CODE_OK BILLED,2,1.0,0.9047438028571659,1,1.0,1.0
NEW NEW NEW NEW FIN DELETE,2,1.0,1.7978880160422193,1,0.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.836300602973323,1,1.0,0.0
NEW FIN RELEASE FIN RELEASE FIN RELEASE BILLED,2,1.0,2.0776226168905256,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK DELETE,2,1.0,1.1532680085676954,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED MANUAL CODE_OK MANUAL,2,1.0,0.9052335188350068,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_OK BILLED STORNO BILLED,2,1.0,1.5280822120069022,1,0.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE REOPEN FIN RELEASE BILLED,2,1.0,0.7882304972999068,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN CHANGE_DIAGN DELETE,2,1.0,3.492048294015502,0,0.0,0.0
NEW NEW CHANGE_DIAGN CHANGE_DIAGN JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED,2,1.0,1.0974700920335896,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO BILLED STORNO SET_STATUS,2,1.0,4.754790244696075,0,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO BILLED STORNO REJECT BILLED,2,1.0,2171709.349260426,0,1.0,0.0
NEW FIN RELEASE RELEASE BILLED,2,1.0,2.0776226168905256,0,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE BILLED,2,1.0,8.365396689474128,0,1.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE BILLED,2,1.0,1.1135743860447023,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.7053048136103124,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED CODE_OK,2,1.0,0.9208135542097051,1,1.0,0.0
NEW CHANGE_DIAGN SET_STATUS SET_STATUS FIN RELEASE SET_STATUS,2,0.0,1.444432510454404,1,0.0,0.0
NEW NEW CHANGE_DIAGN FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED STORNO STORNO JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT REJECT REJECT BILLED BILLED,2,1.0,0.6675093331770031,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,2,1.0,2.5288140311626437,0,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_OK CODE_OK BILLED,2,1.0,1.819442264129042,1,0.0,0.0
NEW FIN RELEASE CODE_NOK SET_STATUS SET_STATUS SET_STATUS,2,0.0,1.8592515634456106,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO REJECT BILLED CODE_OK,2,1.0,1.466024417345594,1,1.0,0.0
NEW FIN RELEASE CODE_NOK MANUAL BILLED,2,1.0,6.242379142195932,0,1.0,1.0
NEW FIN REOPEN FIN RELEASE CODE_OK BILLED STORNO BILLED,2,1.0,1.0284386564535946,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_NOK BILLED,2,1.0,1.2439865807084003,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,2,1.0,1.2963705474995737,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK BILLED,2,1.0,1.1869612849495057,1,1.0,0.0
NEW FIN RELEASE CODE_NOK CODE_NOK BILLED STORNO REJECT BILLED,2,1.0,1.1886546916397651,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN CODE_OK FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,3.659238199618325,0,1.0,0.0
NEW FIN REOPEN FIN REOPEN CHANGE_END FIN RELEASE CODE_OK BILLED,2,1.0,5.031147883726556,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK BILLED,2,1.0,0.951983329365108,1,1.0,0.0
NEW FIN RELEASE CODE_NOK SET_STATUS CODE_NOK,2,1.0,1.606879662017028,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED CODE_OK CODE_OK BILLED,2,1.0,3.3043643724355714,0,0.0,0.0
NEW CODE_OK FIN RELEASE CODE_OK BILLED,2,1.0,10003043.242633514,0,1.0,1.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK SET_STATUS SET_STATUS SET_STATUS,2,0.0,1.625301259931687,1,0.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK BILLED,2,1.0,2.6710388097663307,0,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT RELEASE CODE_OK REOPEN DELETE,2,1.0,1.342736844299214,1,1.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE CODE_NOK BILLED,2,1.0,1.3310290392415973,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.0374964342367068,1,1.0,0.0
NEW FIN RELEASE CODE_NOK FIN RELEASE CODE_NOK BILLED,2,1.0,2.9718536049574333,0,1.0,0.0
NEW FIN REOPEN FIN REOPEN DELETE,2,0.0,1.4391153617515582,1,0.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO REOPEN FIN RELEASE CODE_NOK BILLED,2,1.0,0.8381163062229834,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,2,1.0,0.7467797151084166,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.7520444067302234,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE SET_STATUS SET_STATUS,2,0.0,1.2480021165635922,1,0.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.1315410809666246,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_OK BILLED STORNO BILLED,2,1.0,3.7623780308114094,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED MANUAL CODE_OK BILLED,2,1.0,0.9568704633938852,1,1.0,0.0
NEW FIN RELEASE BILLED STORNO MANUAL BILLED,2,1.0,0.8296445480181401,1,0.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.1077580891797134,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.9977385070007514,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.6020654786860533,1,0.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED STORNO REJECT RELEASE CODE_OK BILLED,2,1.0,1.7181416858574845,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR REOPEN FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.9502199144964623,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN DELETE,2,1.0,1.5786263492367687,1,0.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED CODE_OK,2,1.0,2.219945005649686,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK CODE_NOK CODE_NOK CODE_OK BILLED,2,1.0,1.332346974420039,1,1.0,0.0
NEW FIN RELEASE CODE_NOK SET_STATUS CODE_NOK SET_STATUS,2,1.0,1.9330656127313195,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,2,1.0,0.7520444067302234,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED CODE_OK,2,1.0,4940611.940169936,0,1.0,0.0
NEW CHANGE_DIAGN FIN SET_STATUS SET_STATUS REOPEN FIN SET_STATUS,2,0.0,1.1936775084445412,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO BILLED CODE_OK,2,1.0,2.6711110094836954,0,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK CODE_OK BILLED,2,1.0,3.2353464072564595,0,1.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO BILLED STORNO REOPEN DELETE,2,1.0,1.5937576484858547,1,0.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.7028515719021957,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO BILLED CODE_OK,2,1.0,1.8445331226258894,1,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK BILLED,2,1.0,1.339677849130149,1,1.0,0.0
NEW FIN RELEASE CODE_ERROR BILLED STORNO REJECT REOPEN FIN RELEASE CODE_NOK EMPTY,2,1.0,1.2456712268439916,1,0.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO REJECT BILLED STORNO REJECT REOPEN DELETE,2,0.0,0.9633349226574826,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT BILLED,2,1.0,0.7938036000185489,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO BILLED STORNO REJECT BILLED CODE_OK CODE_OK,2,1.0,1.5091427779636708,1,1.0,0.0
NEW FIN RELEASE CODE_NOK BILLED STORNO REJECT RELEASE CODE_NOK BILLED,2,1.0,1.2567978480639908,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE SET_STATUS RELEASE CODE_OK BILLED,2,1.0,7.326196330193164,0,1.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE DELETE,2,1.0,1.2587353903217802,1,0.0,0.0
NEW FIN RELEASE CODE_OK CODE_OK BILLED STORNO REJECT REOPEN DELETE,2,1.0,1.709720358953262,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT,2,1.0,4763244.753638017,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,1.779686043356695,1,1.0,0.0
NEW FIN REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN DELETE,2,1.0,1.2027855394902678,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT SET_STATUS SET_STATUS,2,1.0,2.914782764245862,0,1.0,0.0
NEW NEW FIN FIN RELEASE RELEASE CODE_NOK JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT BILLED BILLED,2,1.0,1.188503079770495,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED MANUAL MANUAL,2,1.0,0.8432877149987914,1,1.0,0.0
NEW FIN RELEASE BILLED STORNO REJECT FIN RELEASE BILLED,2,1.0,0.9984673859302662,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN CODE_NOK FIN RELEASE CODE_OK BILLED,2,1.0,2.415051950973861,0,1.0,0.0
NEW NEW JOIN-PAT JOIN-PAT JOIN-PAT JOIN-PAT CHANGE_DIAGN FIN FIN RELEASE RELEASE CODE_OK BILLED BILLED,2,1.0,0.9768215448965789,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED CODE_OK,2,1.0,1.7024107812405092,1,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_NOK REOPEN CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_OK BILLED,2,1.0,0.7964865151900331,1,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED MANUAL MANUAL,2,1.0,0.9366677248179011,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED CODE_OK MANUAL,2,1.0,3.0558950635861106,0,1.0,0.0
NEW FIN MANUAL BILLED,2,1.0,4.692665886820017,0,0.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_ERROR BILLED STORNO REJECT REOPEN CHANGE_DIAGN FIN RELEASE CODE_NOK CODE_NOK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.8399506302963743,1,0.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE CODE_NOK CODE_OK BILLED,2,1.0,1.3358136349429963,1,1.0,0.0
NEW FIN RELEASE CODE_OK BILLED STORNO REJECT SET_STATUS RELEASE CODE_OK REOPEN DELETE,2,1.0,2.3497812158310594,0,1.0,0.0
NEW FIN RELEASE REOPEN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.7201289878297535,1,1.0,0.0
NEW FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED STORNO BILLED,2,1.0,5.0197071350616325,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK BILLED CODE_OK BILLED,2,1.0,3.3381185380238434,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK,2,1.0,5.9211945245333215,0,1.0,0.0
NEW CHANGE_DIAGN FIN REOPEN FIN RELEASE SET_STATUS,2,1.0,1.244772277166582,1,0.0,0.0
NEW CHANGE_DIAGN FIN CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,0.6862510372758265,1,1.0,0.0
NEW FIN RELEASE CODE_OK CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,2,1.0,2.887250198838981,0,1.0,0.0
NEW FIN REOPEN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED,2,1.0,1.6987761147932825,1,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE EMPTY,2,1.0,0.8845393849841258,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,1,1.0,1.0,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,1,1.0,1.0,1,1.0,0.0
NEW FIN RELEASE CODE_OK MANUAL RELEASE CODE_OK RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,1,1.0,1.6459977035901765,1,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK RELEASE CODE_OK MANUAL RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN REOPEN FIN RELEASE CODE_OK BILLED,1,1.0,1.1346588701472502,1,1.0,0.0
NEW FIN RELEASE BILLED STORNO REJECT REOPEN DELETE,1,1.0,6.666039494894819,0,1.0,0.0
NEW FIN RELEASE CODE_NOK REOPEN FIN RELEASE CODE_NOK CODE_OK REOPEN FIN RELEASE CODE_OK BILLED,1,1.0,2.1899871685051773,0,1.0,0.0
NEW CHANGE_DIAGN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK REOPEN FIN RELEASE CODE_OK BILLED CODE_OK,1,1.0,2.541057132344519,0,1.0,0.0
NEW CHANGE_DIAGN CHANGE_DIAGN CHANGE_DIAGN FIN RELEASE CODE_OK BILLED STORNO REJECT REOPEN FIN RELEASE CODE_OK BILLED,1,1.0,1.5509775004326938,1,1.0,0.0
